emp_no,first_name,last_name,from_date,to_date
45062,Aemilian,Hammerschmidt,1992-09-03,2001-09-03
45066,Seongbin,Gadepally,1985-08-29,1991-08-29
45066,Seongbin,Gadepally,1991-08-29,9999-01-01
45069,Lenore,Valette,1986-07-04,1995-07-04
45069,Lenore,Valette,1995-07-04,9999-01-01
45070,Ennio,Frolund,1988-02-21,1994-02-20
45070,Ennio,Frolund,1994-02-20,9999-01-01
45085,Toshimi,Sidou,1993-07-21,1995-06-16
45092,Francesca,Chandrasekhar,1995-11-25,9999-01-01
45099,Tua,Chiola,1988-09-03,1992-06-07
45121,Menkae,Christianini,1993-12-03,2000-12-03
45121,Menkae,Christianini,2000-12-03,9999-01-01
45130,Bezalel,Puppe,1995-02-01,9999-01-01
45130,Bezalel,Puppe,1986-02-01,1995-02-01
45138,Miomir,Karcich,1992-08-25,9999-01-01
45138,Miomir,Karcich,1987-08-26,1992-08-25
45142,Perla,Rehfuss,1986-11-14,1991-11-14
45142,Perla,Rehfuss,1991-11-14,9999-01-01
45145,Almudena,Zumaque,1986-08-10,9999-01-01
45163,Peer,Flowers,1989-05-26,1996-05-26
45163,Peer,Flowers,1996-05-26,9999-01-01
45166,Licheng,Lorho,1998-10-29,9999-01-01
45166,Licheng,Lorho,1992-10-29,1998-10-29
45170,Irena,Rissanen,1995-12-15,9999-01-01
45170,Irena,Rissanen,1986-12-15,1995-12-15
45172,Saeko,Radhakrishnan,1992-10-20,2001-10-20
45172,Saeko,Radhakrishnan,2001-10-20,9999-01-01
45174,Ravishankar,Pollacia,1986-02-10,1992-04-11
45177,Alassane,Iacovou,1996-08-07,9999-01-01
45193,Reinhard,Lubachevsky,1993-11-11,9999-01-01
45193,Reinhard,Lubachevsky,1986-11-11,1993-11-11
45200,Teunis,Chvatal,1987-07-29,9999-01-01
45204,Alexius,Candan,1986-05-05,1995-05-05
45204,Alexius,Candan,1995-05-05,9999-01-01
45209,Yinghua,Cardazo,1998-02-15,9999-01-01
45210,Arie,Schlegelmilch,1994-12-20,2001-11-08
45210,Arie,Schlegelmilch,1987-12-20,1994-12-20
45216,Gou,Ballarin,1987-05-27,1993-05-26
45216,Gou,Ballarin,1993-05-26,9999-01-01
45217,Marsal,Pena,2002-07-29,9999-01-01
45217,Marsal,Pena,1995-07-29,2002-07-29
45228,Utpal,Unni,1994-05-09,2000-05-08
45228,Utpal,Unni,2000-05-08,9999-01-01
45232,Chaosheng,Senzako,1993-08-14,9999-01-01
45244,Joydip,Lueh,1985-11-07,9999-01-01
45245,Margo,Ishibashi,1991-03-20,9999-01-01
45245,Margo,Ishibashi,1986-03-20,1991-03-20
45251,Billur,Brandsma,1994-05-08,9999-01-01
45251,Billur,Brandsma,1987-05-08,1994-05-08
45256,Berry,Puppo,1992-02-29,1995-03-29
45256,Berry,Puppo,1986-03-01,1992-02-29
45261,George,Larfeldt,1993-06-17,9999-01-01
45269,Arve,Avouris,1991-09-13,9999-01-01
45269,Arve,Avouris,1986-09-13,1991-09-13
45275,Arun,Swan,1986-01-21,9999-01-01
45290,Thanasis,Varman,1986-02-17,1994-02-17
45290,Thanasis,Varman,1994-02-17,9999-01-01
45293,Duke,Lakshmanan,1992-01-01,9999-01-01
45298,Shay,Valtorta,1993-08-24,9999-01-01
45298,Shay,Valtorta,1988-08-24,1993-08-24
45306,Pranjal,Rajaraman,1992-03-19,1997-03-19
45306,Pranjal,Rajaraman,1997-03-19,9999-01-01
45311,Zengping,Talmor,1993-01-23,9999-01-01
45311,Zengping,Talmor,1987-01-24,1993-01-23
45313,DAIDA,Schusler,1999-04-20,9999-01-01
45313,DAIDA,Schusler,1992-04-19,1999-04-20
45314,Zhigen,Motley,1993-03-10,9999-01-01
45314,Zhigen,Motley,1985-03-10,1993-03-10
45318,Franziska,Dalton,1986-08-09,1991-08-09
45318,Franziska,Dalton,1991-08-09,1996-08-08
45318,Franziska,Dalton,1996-08-08,9999-01-01
45327,Khedija,Karner,1995-11-19,9999-01-01
45331,Keung,Peot,1985-04-24,9999-01-01
45333,Leszek,Waeselynck,2000-01-15,9999-01-01
45342,Fatemeh,Sluis,1999-09-26,9999-01-01
45344,Shigeo,Servieres,1992-04-25,2001-04-25
45344,Shigeo,Servieres,2001-04-25,9999-01-01
45352,Yuichiro,Zallocco,1998-11-13,9999-01-01
45363,Kenroku,Hainaut,1985-02-21,1994-02-21
45363,Kenroku,Hainaut,1994-02-21,9999-01-01
45364,Pantung,Picht,1990-03-20,9999-01-01
45366,Ranan,Gargeya,1996-04-05,9999-01-01
45376,Mabo,Toyoshima,1990-07-17,9999-01-01
45376,Mabo,Toyoshima,1985-07-17,1990-07-17
45377,Temple,Flasterstein,1986-08-29,9999-01-01
45380,Arunachalam,Michaels,1993-01-10,2002-04-18
45380,Arunachalam,Michaels,1987-01-11,1993-01-10
45382,Yoshimitsu,Stassinopoulos,1988-03-01,1997-03-01
45382,Yoshimitsu,Stassinopoulos,1997-03-01,9999-01-01
45390,Sedat,Alameldin,1999-12-13,9999-01-01
45390,Sedat,Alameldin,1990-12-13,1999-12-13
45402,Kwok,Liesche,1998-01-25,9999-01-01
45416,Avishai,Percebois,1992-12-04,9999-01-01
45429,Ferdinand,Tempesti,1986-11-01,1994-11-01
45429,Ferdinand,Tempesti,1994-11-01,1996-05-21
45432,Richard,Barreiro,1986-03-24,9999-01-01
45436,Gila,Limongiello,1997-01-17,9999-01-01
45436,Gila,Limongiello,1992-01-18,1997-01-17
45460,Mang,Rande,1985-11-18,9999-01-01
45466,Guiseppe,Tomescu,1998-12-07,9999-01-01
45467,Huican,Bahk,1988-02-14,1995-02-14
45467,Huican,Bahk,1995-02-14,9999-01-01
45468,Padma,Pell,1994-06-24,2000-06-23
45468,Padma,Pell,2000-06-23,9999-01-01
45479,Ferdinand,Krupka,1997-10-09,9999-01-01
45488,Shigehiro,Shackel,1988-01-27,9999-01-01
45496,Wojceich,Dolinsky,1987-07-13,1996-04-18
45507,Xiong,Lamparter,1988-04-16,9999-01-01
45514,Jessie,Alpin,1999-08-19,9999-01-01
45534,Perla,Jullig,1998-12-20,9999-01-01
45537,Ottavia,Wissmann,1987-04-22,1994-04-22
45537,Ottavia,Wissmann,1994-04-22,9999-01-01
45544,Candido,Coombs,1999-09-03,9999-01-01
45545,Along,Bruckman,1999-08-13,9999-01-01
45546,Gopalakrishnan,Lanphier,1996-02-27,9999-01-01
45546,Gopalakrishnan,Lanphier,1989-02-26,1996-02-27
45550,Shaowen,McFarlin,1985-05-21,1993-05-21
45550,Shaowen,McFarlin,1993-05-21,9999-01-01
45552,Aloys,Albarhamtoshy,1987-08-17,9999-01-01
45557,Girolamo,Legleitner,1996-05-25,9999-01-01
45558,Denny,Gulik,1997-06-18,1997-11-25
45561,Navid,Lodder,1994-06-25,2000-06-24
45561,Navid,Lodder,2000-06-24,9999-01-01
45566,Lena,Marsiglia,1990-06-22,9999-01-01
45566,Lena,Marsiglia,1985-06-22,1990-06-22
45570,Shuho,Schwartzburd,1988-09-27,1997-09-27
45570,Shuho,Schwartzburd,1997-09-27,9999-01-01
45593,Xiaocheng,Litzler,1988-07-27,1993-07-27
45593,Xiaocheng,Litzler,1993-07-27,9999-01-01
45599,Ronnie,Harnett,1993-06-07,2000-06-07
45599,Ronnie,Harnett,2000-06-07,9999-01-01
45601,Rafael,Spell,1997-06-27,9999-01-01
45612,King,Monkewich,1986-06-18,1993-06-18
45612,King,Monkewich,1993-06-18,9999-01-01
45618,Huiqun,Kandlur,1986-08-24,1993-08-24
45618,Huiqun,Kandlur,1993-08-24,1996-02-11
45629,Guoxiang,Nanard,1999-05-07,9999-01-01
45630,Renny,Clouatre,1987-02-14,1995-04-26
45634,Barry,Ghemri,1989-03-30,1994-03-30
45634,Barry,Ghemri,1994-03-30,9999-01-01
45639,Yuichiro,Brendel,1988-07-09,1990-06-08
45645,Hausi,Desikan,1997-07-13,9999-01-01
45657,Jianhao,Hedayat,1995-02-07,9999-01-01
45658,Maja,Ebeling,1998-03-25,9999-01-01
45669,Janalee,Boudaillier,1988-07-25,1994-07-25
45669,Janalee,Boudaillier,1994-07-25,9999-01-01
45685,Anwar,Huhdanpaa,1992-02-11,9999-01-01
45695,Danco,Kowalchuk,1985-11-21,9999-01-01
45698,Sanjoy,Melichar,1993-05-15,9999-01-01
45698,Sanjoy,Melichar,1987-05-16,1993-05-15
45702,Peer,Showalter,1996-09-17,9999-01-01
45702,Peer,Showalter,1987-09-18,1996-09-17
45709,Oddvar,Schnelling,1987-08-12,9999-01-01
45722,Behnaam,Munke,1987-03-14,1988-03-08
45731,Naraig,Bouloucos,1986-03-12,9999-01-01
45732,Moheb,Gruenwald,1991-03-28,9999-01-01
45732,Moheb,Gruenwald,1986-03-28,1991-03-28
45743,Adas,Baaleh,2001-03-14,9999-01-01
45743,Adas,Baaleh,1995-03-15,2001-03-14
45768,Limsoon,Hemaspaandra,1994-01-28,1998-07-01
45788,Shiv,Mitsuhashi,1985-04-18,1993-04-18
45788,Shiv,Mitsuhashi,1993-04-18,2001-04-18
45788,Shiv,Mitsuhashi,2001-04-18,9999-01-01
45797,Chikara,Khalid,1990-12-31,1997-12-31
45797,Chikara,Khalid,1997-12-31,9999-01-01
45798,Gad,Plotkin,1996-06-07,9999-01-01
45798,Gad,Plotkin,1987-06-08,1996-06-07
45803,Padma,Lanzelotte,1993-09-21,9999-01-01
45808,Yongdong,Eiron,1988-04-28,9999-01-01
45809,Wilmer,Arlazarov,1993-03-25,9999-01-01
45809,Wilmer,Arlazarov,1985-03-25,1993-03-25
45814,Zhenbing,Malabarba,1990-06-29,9999-01-01
45814,Zhenbing,Malabarba,1985-06-29,1990-06-29
45821,Garnik,Dredge,1986-08-18,1992-08-17
45821,Garnik,Dredge,1992-08-17,9999-01-01
45827,Ortrun,Schonegge,1985-02-13,9999-01-01
45828,Panayotis,Litzkow,1996-05-02,2002-05-02
45828,Panayotis,Litzkow,2002-05-02,9999-01-01
45844,Patricia,Fetvedt,1993-06-12,9999-01-01
45844,Patricia,Fetvedt,1988-06-12,1993-06-12
45854,Zsolt,Kriebel,1996-08-10,9999-01-01
45854,Zsolt,Kriebel,1989-08-10,1996-08-10
45859,Christfried,Matheson,1999-02-07,2002-01-15
45867,Hailing,Denna,1987-06-20,9999-01-01
45875,Sandeepan,Lorch,1985-08-19,1994-08-19
45875,Sandeepan,Lorch,1994-08-19,2001-02-28
45883,JoAnna,Maccarone,1986-08-31,9999-01-01
45886,Ioana,Ginesta,1995-10-15,9999-01-01
45886,Ioana,Ginesta,1987-10-15,1995-10-15
45895,Sajjad,Vural,2001-05-06,9999-01-01
45895,Sajjad,Vural,1993-05-06,2001-05-06
45904,Arunas,DasSarma,1997-12-26,9999-01-01
45908,Masasuke,Heyers,1993-09-10,2001-09-10
45908,Masasuke,Heyers,2001-09-10,9999-01-01
45915,Paddy,Gluchowski,1996-06-12,9999-01-01
45915,Paddy,Gluchowski,1988-06-12,1996-06-12
45919,Aemilian,Denti,1996-09-10,9999-01-01
45919,Aemilian,Denti,1988-09-10,1996-09-10
45923,Masato,Xiaoshan,1988-03-21,9999-01-01
45924,Vidar,Hettesheimer,1985-03-14,1990-03-14
45924,Vidar,Hettesheimer,1990-03-14,1996-12-08
45951,Duke,Garnick,1986-10-26,9999-01-01
45962,Remco,Kalorkoti,1991-09-26,1998-09-26
45962,Remco,Kalorkoti,1998-09-26,9999-01-01
45965,Radoslaw,Fendler,1986-04-08,1987-02-09
45971,Chuanti,Welham,1991-11-12,1993-04-07
45972,Rafael,Bednarek,1988-02-04,1997-02-03
45972,Rafael,Bednarek,1997-02-03,9999-01-01
45973,Mokhtar,Bernatsky,1991-08-05,9999-01-01
45973,Mokhtar,Bernatsky,1986-08-05,1991-08-05
45977,Ulf,Wiegley,2002-06-28,9999-01-01
45977,Ulf,Wiegley,1996-06-29,2002-06-28
45979,Uno,Colorni,1985-12-26,9999-01-01
45998,Inderjeet,Rodiger,1996-06-20,9999-01-01
46004,Toshimori,Schlegelmilch,1998-11-13,9999-01-01
46025,Yurii,Demir,1994-05-31,2000-05-30
46025,Yurii,Demir,2000-05-30,9999-01-01
46026,Leon,Schrooten,1990-11-15,1996-11-14
46026,Leon,Schrooten,1996-11-14,9999-01-01
46028,Sakthirel,Emmerich,1998-09-14,9999-01-01
46037,Mohit,Preusig,1985-05-21,9999-01-01
46042,Youssef,Vrecion,1993-04-10,9999-01-01
46042,Youssef,Vrecion,1986-04-10,1993-04-10
46054,Udi,Bultermann,1997-01-15,9999-01-01
46055,Charlene,Fabrizio,1986-02-13,1991-02-13
46055,Charlene,Fabrizio,1991-02-13,9999-01-01
46059,Susumu,DuCasse,1997-05-27,9999-01-01
46066,Ennio,Conde,1989-08-12,9999-01-01
46068,Laurentiu,Weisert,2001-07-12,9999-01-01
46068,Laurentiu,Weisert,1993-07-12,2001-07-12
46075,Lucien,Cunliffe,1988-08-28,1995-08-29
46075,Lucien,Cunliffe,1995-08-29,9999-01-01
46079,Genevieve,Varman,1986-12-02,9999-01-01
46083,Charmane,Speek,1998-07-29,9999-01-01
46089,Giordano,Emden,1985-10-20,9999-01-01
46090,Iara,Whittlesey,1987-12-19,9999-01-01
46104,Yoshinari,Kavvadias,1992-09-14,9999-01-01
46104,Yoshinari,Kavvadias,1987-09-15,1992-09-14
46109,Kiyotoshi,Kragelund,2000-05-28,9999-01-01
46109,Kiyotoshi,Kragelund,1992-05-28,2000-05-28
46124,Shunichi,Barinka,1997-09-19,9999-01-01
46124,Shunichi,Barinka,1988-09-19,1997-09-19
46135,Ramzi,Brobst,1987-01-13,1987-05-01
46141,Sven,Nollmann,1986-02-17,1995-02-17
46141,Sven,Nollmann,1995-02-17,9999-01-01
46147,Zita,Katzenelson,1994-06-21,1999-06-21
46147,Zita,Katzenelson,1999-06-21,2000-12-13
46159,Barun,Grabner,1988-10-17,9999-01-01
46164,Arumugam,Wynblatt,1986-03-31,9999-01-01
46176,Hatsukazu,Murrill,1985-08-13,1991-08-13
46176,Hatsukazu,Murrill,1991-08-13,9999-01-01
46179,Houman,Marciano,1985-05-03,1986-11-23
46189,Yongdong,Reistad,1999-06-24,9999-01-01
46189,Yongdong,Reistad,1990-06-24,1999-06-24
46191,Hilari,Pocchiola,1993-06-06,2001-06-06
46191,Hilari,Pocchiola,2001-06-06,9999-01-01
46203,Ferdinand,Dymetman,1985-06-04,9999-01-01
46221,Weidon,Kobuchi,1993-09-23,9999-01-01
46236,Thodoros,Edelhoff,1988-05-18,1996-05-18
46236,Thodoros,Edelhoff,1996-05-18,9999-01-01
46247,Sachem,Bach,1997-10-27,2000-02-16
46248,Leif,dAstous,1986-05-28,9999-01-01
46250,Yefim,Decleir,1993-06-20,9999-01-01
46250,Yefim,Decleir,1986-06-20,1993-06-20
46258,Nechama,Przulj,1995-01-08,9999-01-01
46260,Tze,Karlin,1999-12-31,9999-01-01
46261,Owen,Uehara,1999-09-30,9999-01-01
46266,Kiam,Carrera,1995-02-15,9999-01-01
46272,Mong,Shiratori,1987-04-02,1996-04-01
46272,Mong,Shiratori,1996-04-01,9999-01-01
46281,Rosine,Berztiss,1992-04-25,9999-01-01
46299,Constantine,Hmelo,1994-06-17,2000-06-16
46299,Constantine,Hmelo,2000-06-16,9999-01-01
46305,Yakichi,Lamba,1988-03-05,1996-03-05
46305,Yakichi,Lamba,1996-03-05,9999-01-01
46316,Padma,Karnin,1990-05-24,9999-01-01
46316,Padma,Karnin,1985-05-24,1990-05-24
46317,Susanta,Rebaine,1997-11-09,9999-01-01
46318,Susumu,Vieth,1988-02-05,1997-02-04
46318,Susumu,Vieth,1997-02-04,9999-01-01
46323,Masako,Tzvieli,1998-08-19,9999-01-01
46326,Harjit,Paludetto,1998-02-21,9999-01-01
46326,Harjit,Paludetto,1992-02-22,1998-02-21
46335,Shuji,Ananiadou,1985-12-09,1992-12-09
46335,Shuji,Ananiadou,1992-12-09,9999-01-01
46339,Stepehn,Linares,1995-11-01,9999-01-01
46339,Stepehn,Linares,1988-10-31,1995-11-01
46345,Ortrun,Kolvik,1988-01-26,1994-01-25
46345,Ortrun,Kolvik,1994-01-25,9999-01-01
46347,Nadjib,Standera,1985-11-30,1994-11-30
46347,Nadjib,Standera,1994-11-30,9999-01-01
46352,Unal,Zambonelli,1988-11-21,9999-01-01
46356,Sham,Przulj,1992-10-02,9999-01-01
46356,Sham,Przulj,1986-10-03,1992-10-02
46363,Masaki,Mahnke,1992-04-08,2000-04-08
46363,Masaki,Mahnke,2000-04-08,2001-05-09
46392,Emdad,Zykh,1994-05-05,9999-01-01
46392,Emdad,Zykh,1985-05-05,1994-05-05
46402,Koichi,Conta,1993-08-24,1997-07-02
46407,Hideyuki,Braunmuhl,1993-12-09,9999-01-01
46414,Ferdinand,Schahn,1991-08-11,2000-08-10
46414,Ferdinand,Schahn,2000-08-10,9999-01-01
46425,Martina,Leivant,1987-05-05,1995-05-05
46425,Martina,Leivant,1995-05-05,9999-01-01
46439,Ibibia,Junet,1997-05-18,9999-01-01
46439,Ibibia,Junet,1988-05-18,1997-05-18
46440,Pranav,Rosay,1994-03-28,2002-03-28
46440,Pranav,Rosay,2002-03-28,9999-01-01
46452,Filipp,Christianini,1986-09-15,1994-09-15
46452,Filipp,Christianini,1994-09-15,9999-01-01
46454,Naraig,Vanwelkenhuysen,1988-09-03,1995-02-06
46457,Alenka,Keohane,1988-01-09,9999-01-01
46466,Eberhardt,Cusworth,1985-11-29,1991-11-29
46466,Eberhardt,Cusworth,1991-11-29,9999-01-01
46470,Adhemar,Rassart,1987-06-18,9999-01-01
46484,Neelam,Rabehasaina,1995-10-25,9999-01-01
46484,Neelam,Rabehasaina,1987-10-25,1995-10-25
46500,Mong,Keirsey,1996-09-21,9999-01-01
46519,Valdiodio,Chachaty,1987-03-02,1988-06-18
46532,Siamak,Ruther,1997-02-14,9999-01-01
46532,Siamak,Ruther,1988-02-15,1997-02-14
46548,Uno,Schlenzig,1987-02-10,9999-01-01
46554,Ramzi,DuCasse,1991-12-01,1992-05-27
46554,Ramzi,DuCasse,1986-12-01,1991-12-01
46561,Sivanarayana,Potthoff,1992-06-10,1995-11-27
46561,Sivanarayana,Potthoff,1987-06-11,1992-06-10
46562,Tiina,Panangaden,1993-06-30,1999-06-30
46562,Tiina,Panangaden,1999-06-30,9999-01-01
46563,Marlo,Veldwijk,1988-08-26,1996-08-26
46563,Marlo,Veldwijk,1996-08-26,9999-01-01
46567,Khatoun,Kirkerud,1998-01-16,9999-01-01
46574,Yuping,Sinitsyn,1995-04-12,9999-01-01
46574,Yuping,Sinitsyn,1987-04-12,1995-04-12
46576,Kasidit,Lorys,1998-12-05,9999-01-01
46580,Sachar,Coors,1991-03-10,1992-08-22
46585,Kazuhisa,Bressoud,1996-05-19,9999-01-01
46587,Macha,Baaleh,1998-05-10,9999-01-01
46587,Macha,Baaleh,1993-05-10,1998-05-10
46603,Tesuya,Miara,1992-11-30,1996-10-23
46619,Taizo,Docker,1994-10-23,9999-01-01
46619,Taizo,Docker,1985-10-23,1994-10-23
46622,Filipp,Krzyzanowski,1997-07-26,9999-01-01
46630,Shao,Coorg,1985-04-05,1993-04-05
46630,Shao,Coorg,1993-04-05,9999-01-01
46635,Saeed,Frezza,1988-09-24,1997-09-24
46635,Saeed,Frezza,1997-09-24,9999-01-01
46636,Chaoyi,Munawer,1987-04-26,1995-04-26
46636,Chaoyi,Munawer,1995-04-26,2000-02-17
46642,Masadi,Kusakabe,1997-09-26,9999-01-01
46642,Masadi,Kusakabe,1988-09-26,1997-09-26
46646,Subir,Cesareni,1997-10-28,9999-01-01
46664,Toshimori,Benveniste,1994-12-18,9999-01-01
46664,Toshimori,Benveniste,1986-12-18,1994-12-18
46666,Mabhin,Avouris,1993-07-17,9999-01-01
46670,Marie,Unno,1998-04-05,9999-01-01
46672,Heekeun,Rehfuss,1995-04-04,9999-01-01
46672,Heekeun,Rehfuss,1986-04-04,1995-04-04
46680,Phuoc,Fairtlough,1988-08-29,9999-01-01
46683,Ger,Wynblatt,1997-01-10,9999-01-01
46685,Valter,Takanami,1987-05-03,1996-05-02
46685,Valter,Takanami,1996-05-02,9999-01-01
46714,Goa,Cronin,1995-07-20,9999-01-01
46717,Roded,Yeung,1988-05-18,1993-05-18
46717,Roded,Yeung,1993-05-18,9999-01-01
46721,Mang,Narlikar,1988-02-24,1993-02-23
46721,Mang,Narlikar,1993-02-23,9999-01-01
46727,LiMin,Dratva,1998-06-28,9999-01-01
46730,Lakshmi,Flexer,1988-09-26,1996-09-26
46730,Lakshmi,Flexer,1996-09-26,9999-01-01
46739,Goncalo,Douceur,1986-02-14,9999-01-01
46740,Denis,Kisuki,1998-08-14,9999-01-01
46740,Denis,Kisuki,1992-08-14,1998-08-14
46749,Gaetan,Lamparter,1988-01-22,1994-01-21
46749,Gaetan,Lamparter,1994-01-21,9999-01-01
46753,Bangqing,Miake,1988-04-03,1996-04-03
46753,Bangqing,Miake,1996-04-03,1999-04-05
46755,Jenwei,Frezza,2000-07-14,9999-01-01
46755,Jenwei,Frezza,1993-07-14,2000-07-14
46757,Supot,Delgrange,1985-02-25,1993-02-25
46757,Supot,Delgrange,1993-02-25,9999-01-01
46768,Shimshon,Narahari,1998-04-19,9999-01-01
46768,Shimshon,Narahari,1990-04-19,1998-04-19
46773,Vojin,Parveen,1991-02-20,1996-02-20
46773,Vojin,Parveen,1996-02-20,9999-01-01
46814,Sergi,Kushnir,1985-03-01,1992-05-12
46824,Almudena,Kropp,1988-11-07,1990-07-19
46838,Yakichi,Marzano,1996-10-25,9999-01-01
46838,Yakichi,Marzano,1988-10-25,1996-10-25
46853,Aiichiro,Walston,1997-07-17,9999-01-01
46853,Aiichiro,Walston,1988-07-17,1997-07-17
46858,Lubomir,Gente,1993-11-05,9999-01-01
46858,Lubomir,Gente,1988-11-05,1993-11-05
46864,Ferdinand,Sooriamurthi,1999-01-19,9999-01-01
46864,Ferdinand,Sooriamurthi,1993-01-19,1999-01-19
46866,Sangeeta,Garnham,1987-11-18,9999-01-01
46881,Sadun,Ranai,1987-06-06,1995-06-06
46881,Sadun,Ranai,1995-06-06,1997-04-26
46882,Ebbe,Swist,1996-12-03,9999-01-01
46900,Parke,Peot,1994-04-08,1994-10-24
46900,Parke,Peot,1988-04-08,1994-04-08
46901,Krisda,Orlowska,1999-12-03,9999-01-01
46910,Marsja,Maccarone,1999-04-28,1999-06-22
46910,Marsja,Maccarone,1992-04-27,1999-04-28
46927,Khaled,Matheson,2000-01-25,9999-01-01
46927,Khaled,Matheson,1995-01-25,2000-01-25
46953,Lucien,Luga,1992-10-19,9999-01-01
46953,Lucien,Luga,1987-10-20,1992-10-19
46959,Dulce,Haldar,1988-02-13,1995-02-13
46959,Dulce,Haldar,1995-02-13,9999-01-01
46960,Adas,Ranze,1987-06-27,1996-06-26
46960,Adas,Ranze,1996-06-26,9999-01-01
46964,Tiina,McClure,1987-01-11,1996-01-11
46964,Tiina,McClure,1996-01-11,9999-01-01
46972,Srinidhi,Rahimi,2000-01-29,2002-06-24
46974,Shigehiro,Melski,1985-08-17,1991-08-17
46974,Shigehiro,Melski,1991-08-17,9999-01-01
46984,Pascal,Kandlur,1995-07-26,2001-07-25
46984,Pascal,Kandlur,2001-07-25,9999-01-01
46993,Brigham,Swab,1999-05-06,9999-01-01
47005,Eric,Selvestrel,1997-08-12,9999-01-01
47005,Eric,Selvestrel,1988-08-12,1997-08-12
47008,Radhika,Narlikar,1996-05-08,2001-05-08
47008,Radhika,Narlikar,2001-05-08,9999-01-01
47010,Goh,Nannarelli,1996-06-07,9999-01-01
47010,Goh,Nannarelli,1987-06-08,1996-06-07
47013,Kerhong,Straney,1999-06-22,9999-01-01
47021,Mang,Paludetto,1993-11-12,9999-01-01
47021,Mang,Paludetto,1988-11-12,1993-11-12
47022,Mostafa,Terlouw,1995-11-23,9999-01-01
47034,Mario,Krupka,1994-08-28,9999-01-01
47034,Mario,Krupka,1985-08-28,1994-08-28
47038,Nathan,Krohn,1986-04-12,1991-04-12
47038,Nathan,Krohn,1991-04-12,9999-01-01
47039,Tru,Caine,1992-09-28,1998-09-22
47044,Jongsuk,Ushiama,1987-08-08,1990-09-26
47047,Shugo,Nourani,1993-11-28,2001-11-28
47047,Shugo,Nourani,2001-11-28,9999-01-01
47050,Aimee,Nyrup,1997-11-03,9999-01-01
47056,Parto,Marciano,1996-08-28,9999-01-01
47056,Parto,Marciano,1988-08-28,1996-08-28
47057,Weidon,Scallan,1995-07-13,2002-06-13
47059,DAIDA,Hoppenstand,1988-03-08,9999-01-01
47061,Kinh,Servi,1996-06-11,9999-01-01
47061,Kinh,Servi,1987-06-12,1996-06-11
47084,Toshimori,Fortenbacher,1991-04-23,9999-01-01
47084,Toshimori,Fortenbacher,1986-04-23,1991-04-23
47088,Oddvar,Melski,1997-06-17,9999-01-01
47088,Oddvar,Melski,1990-06-17,1997-06-17
47094,Leni,Shimshoni,1988-09-08,1994-09-08
47094,Leni,Shimshoni,1994-09-08,2000-09-07
47094,Leni,Shimshoni,2000-09-07,9999-01-01
47103,Mamdouh,Lueh,1991-12-04,9999-01-01
47103,Mamdouh,Lueh,1986-12-04,1991-12-04
47107,Thanasis,Pews,1988-01-30,9999-01-01
47116,Oscar,Rosar,1989-04-16,9999-01-01
47117,Munehiko,Zhiwei,1991-08-02,2000-08-01
47117,Munehiko,Zhiwei,2000-08-01,9999-01-01
47137,Valter,Marchegay,2002-01-28,9999-01-01
47137,Valter,Marchegay,1997-01-28,2002-01-28
47142,Deborah,Eldridge,1999-01-16,2002-05-18
47142,Deborah,Eldridge,1992-01-16,1999-01-16
47145,Tommaso,Plavsic,1987-06-11,1995-06-11
47145,Tommaso,Plavsic,1995-06-11,9999-01-01
47146,Masato,Ramaiah,1985-12-29,1992-12-29
47146,Masato,Ramaiah,1992-12-29,9999-01-01
47148,Makato,Baezner,1987-04-12,1995-04-12
47148,Makato,Baezner,1995-04-12,9999-01-01
47166,Chiranjit,Bade,1991-10-05,9999-01-01
47166,Chiranjit,Bade,1985-10-05,1991-10-05
47168,Nahum,Pell,1987-06-05,1994-06-05
47168,Nahum,Pell,1994-06-05,9999-01-01
47173,Lakshmi,Velasco,1995-12-23,9999-01-01
47173,Lakshmi,Velasco,1986-12-23,1995-12-23
47177,Harjit,Thimonier,1988-10-16,1990-11-04
47178,Rimon,Srimani,1987-07-28,1992-07-27
47178,Rimon,Srimani,1992-07-27,9999-01-01
47185,Premsyl,Homond,1987-05-31,1995-05-31
47185,Premsyl,Homond,1995-05-31,9999-01-01
47203,Samphel,Fasbender,1996-10-22,9999-01-01
47205,Valeri,Whittlesey,1985-03-12,9999-01-01
47206,Adin,Eterovic,1996-03-14,1998-04-28
47215,Zhenbing,Swen,1985-09-12,1994-09-12
47215,Zhenbing,Swen,1994-09-12,9999-01-01
47224,Kankanahalli,Honiden,1986-08-17,1993-08-17
47224,Kankanahalli,Honiden,1993-08-17,2000-08-17
47224,Kankanahalli,Honiden,2000-08-17,9999-01-01
47226,Limsoon,Lammel,1987-05-30,1991-10-01
47227,Jiafu,Gulla,1990-09-28,1998-09-28
47227,Jiafu,Gulla,1998-09-28,9999-01-01
47236,Masako,Polupanov,1998-01-29,9999-01-01
47239,Zissis,Schaad,1990-06-22,1997-06-22
47239,Zissis,Schaad,1997-06-22,9999-01-01
47246,Teruyuki,Broder,1993-03-01,2001-03-01
47246,Teruyuki,Broder,2001-03-01,9999-01-01
47249,Jayson,Swen,1995-03-26,9999-01-01
47249,Jayson,Swen,1986-03-26,1995-03-26
47265,Chikako,Birke,1987-05-07,9999-01-01
47282,Mihalis,Herath,1988-09-16,1994-09-16
47282,Mihalis,Herath,1994-09-16,9999-01-01
